payer_id,week_normalized,day,order_status,order_count,sum_order_price,sum_order_mileage,sum_kent_legs,completed_count,billed_no_show_count,non_billable_no_show_count
Rehabilitation Management and Consulting,Week 2,Wednesday,Canceled,3,0.0,37.0,3.0,0,0,0
Rehabilitation Management and Consulting,Week 2,Wednesday,Completed,3,204.0,28.0,3.0,3,0,0
Rehabilitation Management and Consulting,Week 3,Friday,Completed,6,348.0,36.0,6.0,6,0,0
Rehabilitation Management and Consulting,Week 3,Monday,Canceled,4,0.0,68.0,4.0,0,0,0
Rehabilitation Management and Consulting,Week 3,Monday,Completed,2,92.0,4.0,2.0,2,0,0
Rehabilitation Management and Consulting,Week 3,Saturday,Canceled,2,0.0,15.0,2.0,0,0,0
Rehabilitation Management and Consulting,Week 3,Thursday,Completed,2,128.0,16.0,2.0,2,0,0
Rehabilitation Management and Consulting,Week 3,Tuesday,Completed,6,507.0,89.0,6.0,6,0,0
Rehabilitation Management and Consulting,Week 3,Wednesday,Completed,2,137.0,19.0,2.0,2,0,0
Rehabilitation Management and Consulting,Week 4,Friday,Canceled,2,0.0,35.0,2.0,0,0,0
Rehabilitation Management and Consulting,Week 4,Friday,Completed,2,98.0,6.0,2.0,2,0,0
Rehabilitation Management and Consulting,Week 4,Monday,Completed,4,328.0,56.0,4.0,4,0,0
Rehabilitation Management and Consulting,Week 4,Thursday,Canceled,1,67.0,9.0,1.0,0,0,0
Rehabilitation Management and Consulting,Week 4,Thursday,No show,1,70.0,10.0,1.0,0,0,1
Rehabilitation Management and Consulting,Week 4,Tuesday,Canceled,2,0.0,50.0,2.0,0,0,0
Rehabilitation Management and Consulting,Week 4,Tuesday,Completed,2,146.0,22.0,2.0,2,0,0
Rehabilitation Management and Consulting,Week 5,Friday,Canceled,3,0.0,28.0,3.0,0,0,0
Rehabilitation Management and Consulting,Week 5,Friday,Completed,3,168.0,16.0,3.0,3,0,0
Rehabilitation Management and Consulting,Week 5,Monday,Canceled,4,0.0,24.0,4.0,0,0,0
Rehabilitation Management and Consulting,Week 5,Monday,Completed,4,364.0,68.0,4.0,4,0,0
Rehabilitation Management and Consulting,Week 5,Thursday,Completed,4,343.0,61.0,4.0,4,0,0
Rehabilitation Management and Consulting,Week 5,Tuesday,Canceled,4,0.0,70.0,4.0,0,0,0
Rehabilitation Management and Consulting,Week 5,Wednesday,Canceled,4,0.0,25.0,4.0,0,0,0
Rehabilitation Management and Consulting,Week 5,Wednesday,Completed,2,140.0,20.0,2.0,2,0,0
Reliance Community Care Partners,Week 2,Friday,Canceled,2,0.0,24.0,2.0,0,0,0
Resthaven Care Center,Week 1,Friday,Completed,2,285.69,65.22999999999999,4.344285714285714,2,0,0
Resthaven Care Center,Week 3,Friday,Completed,2,728.38,2.46,2.0,2,0,0
Resthaven Care Center,Week 3,Monday,Canceled,2,284.88,64.96000000000001,4.331428571428571,0,2,0
Resthaven Care Center,Week 3,Wednesday,Completed,2,298.64,62.879999999999995,4.232380952380952,2,0,0
Resthaven Care Center,Week 5,Friday,Completed,2,285.6,65.2,4.342857142857143,2,0,0
ReviewWorks,Week 5,Thursday,Canceled,2,0.0,9.24,2.0,0,0,0
SafeRide Health - Humana,Week 2,Thursday,Completed,2,123.58000000000001,19.83,2.0,2,0,0
SafeRide Health - Humana,Week 2,Wednesday,Canceled,2,0.0,31.97,2.0,0,0,0
SafeRide Health - Humana,Week 2,Wednesday,Completed,2,223.53,59.81,4.086190476190476,2,0,0
SafeRide Health - Humana,Week 3,Tuesday,Completed,2,160.65,34.66,2.0,2,0,0
SafeRide Health - Humana,Week 4,Tuesday,Completed,2,131.39999999999998,22.96,2.0,2,0,0
SafeRide Health - Humana,Week 5,Tuesday,Canceled,1,0.0,29.16,2.0076190476190474,0,0,0
SafeRide Health - Humana,Week 5,Tuesday,Completed,1,65.85,11.54,1.0,1,0,0
SafeRide Health - Humana,Week 5,Tuesday,No show,2,0.0,40.9,3.022857142857143,0,0,2
SafeRide Health - Meridian Medicaid,Week 2,Friday,Completed,2,317.15999999999997,135.57999999999998,7.694285714285714,2,0,0
SafeRide Health - Meridian Medicaid,Week 3,Friday,Completed,2,317.06,135.53,7.6919047619047625,2,0,0
SafeRide Health - Meridian Medicaid,Week 3,Monday,Completed,2,343.76,148.88,8.327619047619049,2,0,0
SafeRide Health - Meridian Medicaid,Week 3,Tuesday,Completed,2,52.519999999999996,3.26,2.0,2,0,0
SafeRide Health - Meridian Medicaid,Week 4,Friday,Completed,6,460.9,161.45,11.691904761904762,6,0,0
SafeRide Health - Meridian Medicaid,Week 4,Monday,Canceled,2,0.0,8.68,2.0,0,0,0
SafeRide Health - Meridian Medicaid,Week 5,Friday,Completed,2,317.06,135.53,7.6919047619047625,2,0,0
SafeRide Health - Meridian Medicaid,Week 5,Tuesday,Canceled,2,0.0,3.26,2.0,0,0,0
SafeRide Health - Priority Medicaid,Week 1,Friday,Canceled,3,0.0,40.65,3.0,0,0,0
SafeRide Health - Priority Medicaid,Week 1,Friday,Completed,20,1750.2600000000002,576.5799999999999,36.99380952380953,20,0,0
SafeRide Health - Priority Medicaid,Week 1,Friday,No show,1,0.0,12.72,1.0,0,0,1
SafeRide Health - Priority Medicaid,Week 1,Monday,Canceled,18,0.0,744.37,43.76952380952381,0,0,0
SafeRide Health - Priority Medicaid,Week 1,Monday,Completed,22,1381.8200000000004,373.9200000000001,30.482857142857146,22,0,0
SafeRide Health - Priority Medicaid,Week 1,Monday,No show,4,0.0,89.71000000000001,7.005714285714286,0,0,4
SafeRide Health - Priority Medicaid,Week 1,Saturday,Canceled,4,0.0,52.27,4.0,0,0,0
SafeRide Health - Priority Medicaid,Week 1,Saturday,Completed,4,85.98,8.49,4.0,4,0,0
SafeRide Health - Priority Medicaid,Week 1,Thursday,Canceled,3,0.0,67.53999999999999,4.419047619047619,0,0,0
SafeRide Health - Priority Medicaid,Week 1,Thursday,Completed,7,619.2200000000001,229.11,16.051904761904762,7,0,0
SafeRide Health - Priority Medicaid,Week 1,Thursday,No show,2,0.0,40.46,3.415238095238095,0,0,2
SafeRide Health - Priority Medicaid,Week 1,Tuesday,Canceled,18,0.0,450.14,32.36904761904762,0,0,0
SafeRide Health - Priority Medicaid,Week 1,Tuesday,Completed,31,1939.9099999999996,489.50999999999993,43.877142857142864,31,0,0
SafeRide Health - Priority Medicaid,Week 1,Tuesday,No show,4,0.0,212.41000000000003,12.197619047619048,0,0,4
SafeRide Health - Priority Medicaid,Week 1,Wednesday,Canceled,14,0.0,178.68,16.754285714285714,0,0,0
SafeRide Health - Priority Medicaid,Week 1,Wednesday,Completed,29,2307.1499999999996,734.2500000000001,51.94,29,0,0
SafeRide Health - Priority Medicaid,Week 1,Wednesday,No show,2,0.0,86.77000000000001,4.77,0,0,2
SafeRide Health - Priority Medicaid,Week 2,Friday,Canceled,17,0.0,366.07,26.312380952380956,0,0,0
SafeRide Health - Priority Medicaid,Week 2,Friday,Completed,37,2245.86,577.5,49.4452380952381,37,0,0
SafeRide Health - Priority Medicaid,Week 2,Friday,No show,3,0.0,71.21,4.624761904761905,0,0,3
SafeRide Health - Priority Medicaid,Week 2,Monday,Canceled,14,0.0,282.29999999999995,19.76952380952381,0,0,0
SafeRide Health - Priority Medicaid,Week 2,Monday,Completed,23,1258.93,277.85999999999996,26.15047619047619,23,0,0
SafeRide Health - Priority Medicaid,Week 2,Monday,No show,4,0.0,24.28,4.0,0,0,4
SafeRide Health - Priority Medicaid,Week 2,Saturday,Canceled,1,0.0,1.43,1.0,0,0,0
SafeRide Health - Priority Medicaid,Week 2,Saturday,Completed,8,310.48,63.24,8.0,8,0,0
SafeRide Health - Priority Medicaid,Week 2,Thursday,Canceled,12,0.0,134.53999999999996,15.596666666666668,0,0,0
SafeRide Health - Priority Medicaid,Week 2,Thursday,Completed,50,3600.75,1063.53,82.94666666666666,50,0,0
SafeRide Health - Priority Medicaid,Week 2,Thursday,No show,2,0.0,41.3,3.1776190476190473,0,0,2
SafeRide Health - Priority Medicaid,Week 2,Tuesday,Canceled,5,0.0,66.74,5.0,0,0,0
SafeRide Health - Priority Medicaid,Week 2,Tuesday,Completed,39,2440.99,604.82,51.694761904761904,39,0,0
SafeRide Health - Priority Medicaid,Week 2,Tuesday,No show,3,0.0,46.58,3.0,0,0,3
SafeRide Health - Priority Medicaid,Week 2,Wednesday,Canceled,11,0.0,183.31,13.529523809523809,0,0,0
SafeRide Health - Priority Medicaid,Week 2,Wednesday,Completed,55,4699.27,1537.42,102.8895238095238,55,0,0
SafeRide Health - Priority Medicaid,Week 2,Wednesday,No show,1,0.0,6.13,1.0,0,0,1
SafeRide Health - Priority Medicaid,Week 3,Friday,Canceled,13,0.0,158.52,15.45095238095238,0,0,0
SafeRide Health - Priority Medicaid,Week 3,Friday,Completed,47,2815.12,711.2800000000001,58.69619047619047,47,0,0
SafeRide Health - Priority Medicaid,Week 3,Friday,No show,3,0.0,33.47,3.0,0,0,3
SafeRide Health - Priority Medicaid,Week 3,Monday,Canceled,14,0.0,180.27,16.606190476190477,0,0,0
SafeRide Health - Priority Medicaid,Week 3,Monday,Completed,48,3568.5299999999997,1053.6,76.72857142857144,48,0,0
SafeRide Health - Priority Medicaid,Week 3,Saturday,Canceled,2,0.0,19.09,2.0,0,0,0
SafeRide Health - Priority Medicaid,Week 3,Saturday,Completed,4,111.26,9.629999999999999,4.0,4,0,0
SafeRide Health - Priority Medicaid,Week 3,Thursday,Canceled,16,0.0,648.23,40.227619047619044,0,0,0
SafeRide Health - Priority Medicaid,Week 3,Thursday,Completed,64,4022.46,950.6700000000002,83.0404761904762,64,0,0
SafeRide Health - Priority Medicaid,Week 3,Thursday,No show,2,0.0,164.79,9.085238095238095,0,0,2
SafeRide Health - Priority Medicaid,Week 3,Tuesday,Canceled,10,0.0,222.35999999999996,15.587142857142856,0,0,0
SafeRide Health - Priority Medicaid,Week 3,Tuesday,Completed,62,3834.37,1009.1099999999999,83.84047619047617,62,0,0
SafeRide Health - Priority Medicaid,Week 3,Tuesday,No show,2,0.0,10.59,2.0,0,0,2
SafeRide Health - Priority Medicaid,Week 3,Wednesday,Canceled,22,0.0,616.9300000000001,42.375238095238096,0,0,0
SafeRide Health - Priority Medicaid,Week 3,Wednesday,Completed,40,2459.0599999999995,685.3100000000001,53.94714285714286,40,0,0
SafeRide Health - Priority Medicaid,Week 3,Wednesday,No show,7,0.0,143.3,11.016190476190475,0,0,7
SafeRide Health - Priority Medicaid,Week 4,Friday,Canceled,8,0.0,143.61,11.976190476190476,0,0,0
SafeRide Health - Priority Medicaid,Week 4,Friday,Completed,4,207.82,57.91,4.0,4,0,0
SafeRide Health - Priority Medicaid,Week 4,Monday,Canceled,5,0.0,84.77,5.0,0,0,0
SafeRide Health - Priority Medicaid,Week 4,Monday,Completed,9,749.93,253.48000000000002,16.752380952380953,9,0,0
SafeRide Health - Priority Medicaid,Week 4,Monday,No show,1,0.0,18.87,1.0,0,0,1
SafeRide Health - Priority Medicaid,Week 4,Thursday,Canceled,7,625.11,188.47,13.392380952380954,0,0,0
SafeRide Health - Priority Medicaid,Week 4,Thursday,Completed,13,575.53,93.53,13.0,13,0,0
SafeRide Health - Priority Medicaid,Week 4,Thursday,No show,2,110.05,14.42,2.0,0,0,2
SafeRide Health - Priority Medicaid,Week 4,Tuesday,Canceled,11,0.0,164.01999999999998,13.532380952380953,0,0,0
SafeRide Health - Priority Medicaid,Week 4,Tuesday,Completed,29,1460.1800000000003,296.05,31.531904761904762,29,0,0
SafeRide Health - Priority Medicaid,Week 4,Tuesday,No show,6,0.0,153.66,10.24952380952381,0,0,6
SafeRide Health - Priority Medicaid,Week 4,Wednesday,Canceled,10,0.0,80.28999999999999,10.0,0,0,0
SafeRide Health - Priority Medicaid,Week 4,Wednesday,Completed,16,659.08,130.58,16.0,16,0,0
SafeRide Health - Priority Medicaid,Week 4,Wednesday,No show,1,0.0,14.6,1.0,0,0,1
SafeRide Health - Priority Medicaid,Week 5,Friday,Canceled,11,0.0,118.55,13.710952380952381,0,0,0
SafeRide Health - Priority Medicaid,Week 5,Friday,Completed,51,2854.9300000000007,697.21,61.67333333333333,51,0,0
SafeRide Health - Priority Medicaid,Week 5,Friday,No show,2,0.0,8.870000000000001,2.0,0,0,2
SafeRide Health - Priority Medicaid,Week 5,Monday,Canceled,6,0.0,74.88999999999999,7.112380952380953,0,0,0
SafeRide Health - Priority Medicaid,Week 5,Monday,Completed,20,1488.5600000000002,395.48999999999995,31.72142857142857,20,0,0
SafeRide Health - Priority Medicaid,Week 5,Monday,No show,2,0.0,38.42,3.1142857142857143,0,0,2
SafeRide Health - Priority Medicaid,Week 5,Saturday,Canceled,2,0.0,22.5,2.0,0,0,0
SafeRide Health - Priority Medicaid,Week 5,Saturday,Completed,3,82.78,6.89,3.0,3,0,0
SafeRide Health - Priority Medicaid,Week 5,Thursday,Canceled,37,0.0,754.1199999999999,60.22809523809524,0,0,0
SafeRide Health - Priority Medicaid,Week 5,Thursday,Completed,43,3135.1599999999994,995.3600000000002,74.49142857142856,43,0,0
SafeRide Health - Priority Medicaid,Week 5,Thursday,No show,6,0.0,79.05999999999999,7.274761904761905,0,0,6
SafeRide Health - Priority Medicaid,Week 5,Tuesday,Canceled,22,0.0,305.09000000000003,30.167142857142853,0,0,0
SafeRide Health - Priority Medicaid,Week 5,Tuesday,Completed,15,777.8099999999998,163.64,17.36095238095238,15,0,0
SafeRide Health - Priority Medicaid,Week 5,Tuesday,No show,5,0.0,71.96,6.746190476190476,0,0,5
SafeRide Health - Priority Medicaid,Week 5,Wednesday,Canceled,25,0.0,601.3899999999999,43.684285714285714,0,0,0
SafeRide Health - Priority Medicaid,Week 5,Wednesday,Completed,47,2930.7400000000002,789.4799999999999,66.7552380952381,47,0,0
SafeRide Health - Priority Medicaid,Week 5,Wednesday,No show,5,0.0,80.49999999999999,5.0,0,0,5
Saginaw Nursing and Rehab,Week 2,Friday,Canceled,6,0.0,21.520000000000003,6.0,0,0,0
Saginaw Nursing and Rehab,Week 2,Thursday,Canceled,2,0.0,105.03,6.23952380952381,0,0,0
Saginaw Nursing and Rehab,Week 2,Thursday,Completed,2,86.53,5.51,2.0,2,0,0
Saginaw Nursing and Rehab,Week 2,Tuesday,Completed,2,86.53,5.51,2.0,2,0,0
Saginaw Nursing and Rehab,Week 2,Wednesday,Canceled,4,0.0,9.39,4.0,0,0,0
Saginaw Nursing and Rehab,Week 2,Wednesday,Completed,8,554.7099999999999,31.57,8.0,8,0,0
Saginaw Nursing and Rehab,Week 3,Friday,Canceled,8,0.0,26.46,8.0,0,0,0
Saginaw Nursing and Rehab,Week 3,Monday,Canceled,6,0.0,21.520000000000003,6.0,0,0,0
Saginaw Nursing and Rehab,Week 3,Thursday,Canceled,2,0.0,5.51,2.0,0,0,0
Saginaw Nursing and Rehab,Week 3,Tuesday,Canceled,2,0.0,5.51,2.0,0,0,0
Saginaw Nursing and Rehab,Week 4,Tuesday,Canceled,2,0.0,5.51,2.0,0,0,0
Saginaw Nursing and Rehab,Week 5,Thursday,Canceled,2,0.0,5.51,2.0,0,0,0
Saginaw Nursing and Rehab,Week 5,Tuesday,Canceled,2,0.0,5.51,2.0,0,0,0
Select Specialty Hospital,Week 2,Monday,Completed,1,229.0,43.08,2.6704761904761902,1,0,0
SkyView Case MGT,Week 2,Friday,Completed,2,685.63,207.21,11.105238095238096,2,0,0
SkyView Case MGT,Week 3,Monday,Completed,2,103.03,13.01,2.0,2,0,0
The Courtyard at Delta's,Week 1,Friday,Canceled,2,0.0,26.0,2.0,0,0,0
The Courtyard at Delta's,Week 1,Wednesday,Completed,2,94.0,8.0,2.0,2,0,0
The Courtyard at Delta's,Week 2,Tuesday,Completed,2,82.0,4.0,2.0,2,0,0
The Courtyard at Delta's,Week 3,Monday,Completed,2,172.0,34.0,2.0,2,0,0
The Courtyard at Delta's,Week 3,Wednesday,Completed,2,162.0,24.0,2.0,2,0,0
The Courtyard at Delta's,Week 4,Tuesday,Completed,2,82.0,4.0,2.0,2,0,0
The Courtyard at Delta's,Week 4,Wednesday,Canceled,2,0.0,10.0,2.0,0,0,0
The Courtyard at Delta's,Week 5,Thursday,Canceled,2,0.0,16.0,2.0,0,0,0
The Oaks at Battle Creek,Week 4,Wednesday,Canceled,1,166.5,43.0,2.666666666666667,0,1,0
The Oaks at Battle Creek,Week 4,Wednesday,No show,1,166.5,43.0,2.666666666666667,0,1,0
The Oaks at Jamestown,Week 3,Friday,Completed,2,185.0,30.0,2.0,2,0,0
The Oaks at Jamestown,Week 5,Friday,Completed,2,165.0,30.0,2.0,2,0,0
The Oaks at Jamestown,Week 5,Thursday,Completed,2,165.0,30.0,2.0,2,0,0
The Oaks at Jamestown,Week 5,Tuesday,Completed,2,165.0,30.0,2.0,2,0,0
The Oaks of Jamestown PP,Week 3,Thursday,Completed,2,210.89,43.63,2.0,2,0,0
The Willows at East Lansing,Week 2,Thursday,Completed,2,1522.0,97.0,5.857142857142858,2,0,0
The Willows at East Lansing,Week 2,Wednesday,Canceled,2,0.0,97.0,5.857142857142858,0,0,0
The Willows at East Lansing,Week 3,Thursday,Completed,2,157.0,9.0,2.0,2,0,0
The Willows at East Lansing,Week 4,Thursday,Completed,2,157.0,9.0,2.0,2,0,0
The Willows at East Lansing Private Pay,Week 4,Friday,Completed,2,110.0,10.0,2.0,2,0,0
The Willows at East Lansing Private Pay,Week 5,Monday,Canceled,1,0.0,3.0,1.0,0,0,0
U of M Health - West,Week 1,Friday,Completed,5,790.0,87.86,7.983809523809524,5,0,0
U of M Health - West,Week 1,Monday,Canceled,4,0.0,47.41,4.0,0,0,0
U of M Health - West,Week 1,Monday,Completed,3,389.0,39.63,3.0,3,0,0
U of M Health - West,Week 1,Saturday,Completed,1,131.0,4.88,1.0,1,0,0
U of M Health - West,Week 1,Tuesday,Completed,1,162.0,9.74,1.0,1,0,0
U of M Health - West,Week 1,Wednesday,Completed,6,344.0,31.230000000000004,6.0,6,0,0
U of M Health - West,Week 2,Friday,Canceled,2,0.0,16.200000000000003,2.0,0,0,0
U of M Health - West,Week 2,Monday,Canceled,2,0.0,1.0,2.0,0,0,0
U of M Health - West,Week 2,Monday,Completed,6,938.0,103.87,9.048571428571428,6,0,0
U of M Health - West,Week 2,Thursday,Completed,1,108.0,1.43,1.0,1,0,0
U of M Health - West,Week 2,Tuesday,Canceled,3,0.0,122.02,8.381904761904762,0,0,0
U of M Health - West,Week 2,Tuesday,Completed,4,290.0,50.19,4.0,4,0,0
U of M Health - West,Week 2,Wednesday,Canceled,2,0.0,1.0,2.0,0,0,0
U of M Health - West,Week 2,Wednesday,Completed,4,408.0,27.370000000000005,4.0,4,0,0
U of M Health - West,Week 3,Friday,Canceled,3,0.0,22.550000000000004,3.0,0,0,0
U of M Health - West,Week 3,Friday,Completed,1,559.0,70.84,3.9923809523809526,1,0,0
U of M Health - West,Week 3,Monday,Canceled,3,0.0,33.900000000000006,3.0,0,0,0
U of M Health - West,Week 3,Thursday,Completed,2,596.0,61.14,4.298095238095238,2,0,0
U of M Health - West,Week 3,Tuesday,Completed,2,239.0,6.31,2.0,2,0,0
U of M Health - West,Week 3,Wednesday,Canceled,2,0.0,16.200000000000003,2.0,0,0,0
U of M Health - West,Week 4,Friday,Canceled,2,0.0,16.200000000000003,2.0,0,0,0
U of M Health - West,Week 4,Friday,Completed,2,698.0,76.92999999999999,5.048571428571428,2,0,0
U of M Health - West,Week 4,Monday,Canceled,2,0.0,16.200000000000003,2.0,0,0,0
U of M Health - West,Week 4,Monday,Completed,1,131.0,4.88,1.0,1,0,0
U of M Health - West,Week 4,Thursday,Completed,1,465.0,56.26,3.298095238095238,1,0,0
U of M Health - West,Week 4,Wednesday,Canceled,2,0.0,16.200000000000003,2.0,0,0,0
U of M Health - West,Week 4,Wednesday,Completed,2,181.0,10.92,2.0,2,0,0
U of M Health - West,Week 5,Friday,Canceled,3,0.0,17.630000000000003,3.0,0,0,0
U of M Health - West,Week 5,Friday,Completed,1,214.0,17.7,1.0,1,0,0
U of M Health - West,Week 5,Monday,Canceled,2,0.0,16.200000000000003,2.0,0,0,0
U of M Health - West,Week 5,Saturday,Canceled,1,0.0,1.43,1.0,0,0,0
U of M Health - West,Week 5,Thursday,Completed,1,214.0,17.7,1.0,1,0,0
U of M Health - West,Week 5,Wednesday,Canceled,1,69.0,8.07,1.0,0,1,0
U of M Health - West,Week 5,Wednesday,Completed,1,108.0,1.43,1.0,1,0,0
U of M Health - West,Week 5,Wednesday,No show,1,69.0,8.13,1.0,0,1,0
Valley View Care Center,Week 1,Friday,Completed,4,318.0,46.0,4.0,4,0,0
Valley View Care Center,Week 1,Monday,Canceled,1,90.0,15.0,1.0,0,1,0
Valley View Care Center,Week 1,Monday,Completed,4,278.0,26.0,4.0,4,0,0
Valley View Care Center,Week 1,Monday,No show,1,135.0,15.0,1.0,0,1,0
Valley View Care Center,Week 1,Saturday,Canceled,1,114.0,7.0,1.0,0,1,0
Valley View Care Center,Week 1,Saturday,Completed,4,927.0,36.0,4.0,4,0,0
Valley View Care Center,Week 1,Saturday,No show,1,118.5,8.0,1.0,0,1,0
Valley View Care Center,Week 1,Thursday,Canceled,3,114.0,37.0,3.0,0,1,0
Valley View Care Center,Week 1,Thursday,Completed,2,657.0,6.0,2.0,2,0,0
Valley View Care Center,Week 1,Thursday,No show,2,174.5,15.0,2.0,0,2,0
Valley View Care Center,Week 1,Tuesday,Canceled,5,0.0,51.0,5.0,0,0,0
Valley View Care Center,Week 1,Tuesday,Completed,16,2625.0,100.0,16.0,16,0,0
Valley View Care Center,Week 1,Wednesday,Canceled,2,0.0,30.0,2.0,0,0,0
Valley View Care Center,Week 2,Friday,Completed,4,1107.5,47.0,4.0,4,0,0
Valley View Care Center,Week 2,Monday,Canceled,2,180.0,30.0,2.0,0,2,0
Valley View Care Center,Week 2,Monday,Completed,8,510.0,50.0,8.0,8,0,0
Valley View Care Center,Week 2,Saturday,Canceled,4,0.0,45.0,4.0,0,0,0
Valley View Care Center,Week 2,Saturday,Completed,2,957.0,6.0,2.0,2,0,0
Valley View Care Center,Week 2,Thursday,Canceled,4,0.0,45.0,4.0,0,0,0
Valley View Care Center,Week 2,Thursday,Completed,6,1245.0,42.0,6.0,6,0,0
Valley View Care Center,Week 2,Tuesday,Canceled,4,0.0,45.0,4.0,0,0,0
Valley View Care Center,Week 2,Tuesday,Completed,9,1495.0,77.0,9.0,9,0,0
Valley View Care Center,Week 2,Wednesday,Canceled,2,0.0,18.0,2.0,0,0,0
Valley View Care Center,Week 2,Wednesday,Completed,4,288.0,36.0,4.0,4,0,0
Valley View Care Center,Week 3,Friday,Completed,6,1616.5,47.0,6.0,6,0,0
Valley View Care Center,Week 3,Monday,Completed,4,308.0,36.0,4.0,4,0,0
Valley View Care Center,Week 3,Saturday,Canceled,1,135.0,15.0,1.0,0,1,0
Valley View Care Center,Week 3,Saturday,Completed,4,1999.5,21.0,4.0,4,0,0
Valley View Care Center,Week 3,Saturday,No show,1,135.0,15.0,1.0,0,1,0
Valley View Care Center,Week 3,Thursday,Completed,12,2665.5,108.0,12.0,12,0,0
Valley View Care Center,Week 3,Tuesday,Canceled,8,155.0,75.0,8.0,0,2,0
Valley View Care Center,Week 3,Tuesday,Completed,2,957.0,6.0,2.0,2,0,0
Valley View Care Center,Week 3,Wednesday,Completed,8,638.0,86.0,8.0,8,0,0
Valley View Care Center,Week 4,Friday,Completed,2,828.0,24.0,2.0,2,0,0
Valley View Care Center,Week 4,Saturday,Canceled,1,135.0,15.0,1.0,0,1,0
Valley View Care Center,Week 4,Saturday,Completed,4,889.5,21.0,4.0,4,0,0
Valley View Care Center,Week 4,Saturday,No show,1,135.0,15.0,1.0,0,1,0
Valley View Care Center,Week 4,Thursday,Canceled,3,325.0,45.0,3.0,0,1,0
Valley View Care Center,Week 4,Thursday,Completed,10,1994.0,90.0,10.0,10,0,0
Valley View Care Center,Week 4,Thursday,No show,1,100.0,15.0,1.0,0,1,0
Valley View Care Center,Week 4,Tuesday,Canceled,1,90.0,15.0,1.0,0,1,0
Valley View Care Center,Week 4,Tuesday,Completed,6,1981.5,35.0,6.0,6,0,0
Valley View Care Center,Week 4,Tuesday,No show,1,135.0,15.0,1.0,0,1,0
Valley View Care Center,Week 4,Wednesday,Completed,2,733.0,14.0,2.0,2,0,0
Valley View Care Center,Week 5,Friday,Canceled,1,63.0,6.0,1.0,0,1,0
Valley View Care Center,Week 5,Friday,Completed,3,231.0,32.0,3.0,3,0,0
Valley View Care Center,Week 5,Friday,No show,1,63.0,6.0,1.0,0,1,0
Valley View Care Center,Week 5,Monday,Completed,6,414.0,48.0,6.0,6,0,0
Valley View Care Center,Week 5,Saturday,Canceled,2,0.0,30.0,2.0,0,0,0
Valley View Care Center,Week 5,Saturday,Completed,6,1417.5,35.0,6.0,6,0,0
Valley View Care Center,Week 5,Thursday,Canceled,5,100.0,76.0,5.0,0,1,0
Valley View Care Center,Week 5,Thursday,Completed,10,1534.0,65.0,10.0,10,0,0
Valley View Care Center,Week 5,Thursday,No show,1,100.0,15.0,1.0,0,1,0
Valley View Care Center,Week 5,Tuesday,Canceled,4,657.0,36.0,4.0,0,2,0
Valley View Care Center,Week 5,Tuesday,Completed,12,2078.5,88.0,12.0,12,0,0
Valley View Care Center,Week 5,Wednesday,Completed,4,1083.0,18.0,4.0,4,0,0
Villa at Borgess Place,Week 1,Friday,Canceled,1,74.62,6.54,1.0,0,1,0
Villa at Borgess Place,Week 1,Friday,Completed,2,161.64,17.380000000000003,2.0,2,0,0
Villa at Borgess Place,Week 1,Friday,No show,1,74.62,6.54,1.0,0,1,0
Villa at Borgess Place,Week 1,Monday,Canceled,8,0.0,54.96,8.0,0,0,0
Villa at Borgess Place,Week 1,Thursday,Canceled,3,0.0,21.15,3.0,0,0,0
Villa at Borgess Place,Week 1,Tuesday,Canceled,5,0.0,34.230000000000004,5.0,0,0,0
Villa at Borgess Place,Week 1,Tuesday,Completed,3,211.35,18.950000000000003,3.0,3,0,0
Villa at Borgess Place,Week 1,Tuesday,No show,1,49.71,1.57,1.0,0,1,0
Villa at Borgess Place,Week 1,Wednesday,Canceled,4,0.0,30.46,4.0,0,0,0
Villa at Borgess Place,Week 2,Friday,Canceled,2,0.0,3.2,2.0,0,0,0
Villa at Borgess Place,Week 2,Friday,Completed,4,310.88,30.46,4.0,4,0,0
Villa at Borgess Place,Week 2,Monday,Completed,4,310.88,30.46,4.0,4,0,0
Villa at Borgess Place,Week 2,Thursday,Canceled,2,0.0,17.380000000000003,2.0,0,0,0
Villa at Borgess Place,Week 2,Thursday,Completed,2,155.93,15.31,2.0,2,0,0
Villa at Borgess Place,Week 2,Tuesday,Canceled,3,0.0,21.15,3.0,0,0,0
Villa at Borgess Place,Week 2,Tuesday,Completed,2,96.12,2.04,2.0,2,0,0
Villa at Borgess Place,Week 2,Wednesday,Canceled,3,0.0,16.51,3.0,0,0,0
Villa at Borgess Place,Week 2,Wednesday,Completed,4,310.88,30.46,4.0,4,0,0
Villa at Borgess Place,Week 3,Friday,Canceled,1,71.01,8.67,1.0,0,1,0
Villa at Borgess Place,Week 3,Friday,Completed,2,149.24,13.08,2.0,2,0,0
Villa at Borgess Place,Week 3,Friday,No show,1,90.63,8.71,1.0,0,1,0
Villa at Borgess Place,Week 3,Monday,Canceled,1,49.71,1.57,1.0,0,1,0
Villa at Borgess Place,Week 3,Monday,Completed,4,310.88,30.46,4.0,4,0,0
Villa at Borgess Place,Week 3,Monday,No show,1,49.71,1.57,1.0,0,1,0
Villa at Borgess Place,Week 3,Thursday,Canceled,3,0.0,21.15,3.0,0,0,0
Villa at Borgess Place,Week 3,Thursday,Completed,2,113.49000000000001,7.83,2.0,2,0,0
