payer_id,week_normalized,day,order_status,order_count,sum_order_price,sum_order_mileage,sum_kent_legs,completed_count,billed_no_show_count,non_billable_no_show_count
Optalis - Muskegon,Week 4,Friday,Completed,2,1419.75,86.28999999999999,5.347142857142857,2,0,0
Optalis - Muskegon,Week 4,Thursday,Completed,4,1997.64,83.96000000000001,7.031428571428571,4,0,0
Optalis - Muskegon,Week 4,Tuesday,Canceled,2,672.6700000000001,7.65,2.0,0,2,0
Optalis - Muskegon,Week 4,Tuesday,Completed,4,1457.52,11.319999999999999,4.0,4,0,0
Optalis - Muskegon,Week 5,Friday,Completed,2,1356.3899999999999,79.62,5.02952380952381,2,0,0
Optalis - Muskegon,Week 5,Thursday,Completed,2,736.33,14.35,2.0,2,0,0
Optalis - Muskegon,Week 5,Tuesday,Completed,3,1040.41,14.78,3.0,3,0,0
Optalis - Muskegon,Week 5,Wednesday,Canceled,3,0.0,7.17,3.0,0,0,0
Optalis - Muskegon,Week 5,Wednesday,Completed,2,1537.6399999999999,98.69999999999999,5.938095238095238,2,0,0
Optalis Healthcare of Grand Rapids,Week 2,Friday,Canceled,1,69.0,8.0,1.0,0,1,0
Optalis Healthcare of Grand Rapids,Week 2,Friday,Completed,2,130.0,20.0,2.0,2,0,0
Optalis Healthcare of Grand Rapids,Week 2,Friday,No show,1,69.0,8.0,1.0,0,1,0
Optalis Healthcare of Grand Rapids,Week 2,Monday,Canceled,2,112.0,14.0,2.0,0,2,0
Optalis Healthcare of Grand Rapids,Week 2,Monday,Completed,2,118.0,16.0,2.0,2,0,0
Optalis Healthcare of Grand Rapids,Week 2,Tuesday,Canceled,8,0.0,58.0,8.0,0,0,0
Optalis Healthcare of Grand Rapids,Week 2,Tuesday,Completed,2,126.0,12.0,2.0,2,0,0
Optalis Healthcare of Grand Rapids,Week 2,Wednesday,Canceled,2,0.0,14.0,2.0,0,0,0
Optalis Healthcare of Grand Rapids,Week 2,Wednesday,Completed,2,115.0,15.0,2.0,2,0,0
Optalis Healthcare of Grand Rapids,Week 3,Monday,Completed,2,126.0,12.0,2.0,2,0,0
Optalis Healthcare of Grand Rapids,Week 3,Thursday,Canceled,2,0.0,12.0,2.0,0,0,0
Optalis Healthcare of Grand Rapids,Week 3,Thursday,Completed,2,158.0,16.0,2.0,2,0,0
Optalis Healthcare of Grand Rapids,Week 3,Tuesday,Canceled,4,0.0,26.0,4.0,0,0,0
Optalis Healthcare of Grand Rapids,Week 3,Tuesday,Completed,2,132.0,14.0,2.0,2,0,0
Optalis Healthcare of Grand Rapids,Week 3,Wednesday,Canceled,1,73.0,6.0,1.0,0,1,0
Optalis Healthcare of Grand Rapids,Week 3,Wednesday,No show,1,73.0,6.0,1.0,0,1,0
Optalis Healthcare of Grand Rapids,Week 4,Monday,Canceled,2,189.0,12.0,2.0,0,2,0
Optalis Healthcare of Grand Rapids,Week 4,Monday,No show,2,189.0,12.0,2.0,0,2,0
Optalis Healthcare of Grand Rapids,Week 4,Thursday,Canceled,2,0.0,12.0,2.0,0,0,0
Optalis Healthcare of Grand Rapids,Week 4,Thursday,Completed,2,135.0,15.0,2.0,2,0,0
Optalis Healthcare of Grand Rapids,Week 4,Tuesday,Canceled,2,0.0,12.0,2.0,0,0,0
Optalis Healthcare of Grand Rapids,Week 4,Wednesday,Completed,4,261.0,27.0,4.0,4,0,0
Optalis Healthcare of Grand Rapids,Week 5,Friday,Completed,3,198.0,21.0,3.0,3,0,0
Optalis Healthcare of Grand Rapids,Week 5,Monday,Canceled,1,57.0,4.0,1.0,0,1,0
Optalis Healthcare of Grand Rapids,Week 5,Monday,Completed,2,138.0,16.0,2.0,2,0,0
Optalis Healthcare of Grand Rapids,Week 5,Monday,No show,1,57.0,4.0,1.0,0,1,0
Optalis Healthcare of Grand Rapids,Week 5,Saturday,Canceled,2,0.0,12.0,2.0,0,0,0
Optalis Healthcare of Grand Rapids,Week 5,Thursday,Canceled,2,0.0,12.0,2.0,0,0,0
Optalis Healthcare of Grand Rapids,Week 5,Thursday,Completed,2,141.0,17.0,2.0,2,0,0
Optalis Healthcare of Grand Rapids,Week 5,Wednesday,Completed,6,396.0,42.0,6.0,6,0,0
Optalis Healthcare of Grand Rapids,Week 5,Wednesday,No show,1,69.0,8.0,1.0,0,1,0
Optalis Whitehall,Week 4,Thursday,Completed,2,204.0,46.0,2.0,2,0,0
Optalis Whitehall,Week 5,Monday,Completed,4,355.0,73.0,4.0,4,0,0
Optalis Whitehall,Week 5,Thursday,Completed,2,179.0,37.0,2.0,2,0,0
Optalis Whitehall,Week 5,Tuesday,Canceled,7,479.0,108.0,8.047619047619047,0,5,0
Optalis Whitehall,Week 5,Tuesday,No show,1,119.0,29.0,1.0,0,1,0
Optalis Wyoming,Week 1,Friday,Canceled,2,0.0,14.0,2.0,0,0,0
Optalis Wyoming,Week 1,Friday,Completed,4,238.0,16.0,4.0,4,0,0
Optalis Wyoming,Week 1,Monday,Completed,2,111.0,12.0,2.0,2,0,0
Optalis Wyoming,Week 1,Saturday,Canceled,2,0.0,20.0,2.0,0,0,0
Optalis Wyoming,Week 1,Saturday,Completed,2,158.0,10.0,2.0,2,0,0
Optalis Wyoming,Week 1,Thursday,Completed,2,158.0,20.0,2.0,2,0,0
Optalis Wyoming,Week 1,Tuesday,Canceled,6,0.0,50.0,6.0,0,0,0
Optalis Wyoming,Week 1,Tuesday,Completed,2,127.0,4.0,2.0,2,0,0
Optalis Wyoming,Week 1,Wednesday,Completed,4,235.0,22.0,4.0,4,0,0
Optalis Wyoming,Week 2,Friday,Canceled,3,62.0,31.0,3.0,0,1,0
Optalis Wyoming,Week 2,Friday,Completed,6,336.0,18.0,6.0,6,0,0
Optalis Wyoming,Week 2,Friday,No show,1,62.0,5.0,1.0,0,1,0
Optalis Wyoming,Week 2,Monday,Canceled,2,0.0,14.0,2.0,0,0,0
Optalis Wyoming,Week 2,Monday,Completed,4,238.0,16.0,4.0,4,0,0
Optalis Wyoming,Week 2,Saturday,Completed,2,158.0,20.0,2.0,2,0,0
Optalis Wyoming,Week 2,Thursday,Canceled,2,0.0,20.0,2.0,0,0,0
Optalis Wyoming,Week 2,Thursday,Completed,2,105.0,10.0,2.0,2,0,0
Optalis Wyoming,Week 2,Tuesday,Canceled,4,0.0,30.0,4.0,0,0,0
Optalis Wyoming,Week 2,Tuesday,Completed,2,111.0,12.0,2.0,2,0,0
Optalis Wyoming,Week 2,Wednesday,Completed,4,238.0,16.0,4.0,4,0,0
Optalis Wyoming,Week 3,Friday,Completed,4,255.0,16.0,4.0,4,0,0
Optalis Wyoming,Week 3,Monday,Completed,7,496.0,32.0,7.0,7,0,0
Optalis Wyoming,Week 3,Saturday,Completed,2,158.0,20.0,2.0,2,0,0
Optalis Wyoming,Week 3,Thursday,Completed,6,409.0,40.0,6.0,6,0,0
Optalis Wyoming,Week 3,Tuesday,Completed,6,441.0,52.0,6.0,6,0,0
Optalis Wyoming,Week 3,Wednesday,Completed,12,720.0,71.0,12.0,12,0,0
Optalis Wyoming,Week 4,Friday,Canceled,6,0.0,42.0,6.0,0,0,0
Optalis Wyoming,Week 4,Friday,Completed,2,127.0,4.0,2.0,2,0,0
Optalis Wyoming,Week 4,Monday,Canceled,2,0.0,12.0,2.0,0,0,0
Optalis Wyoming,Week 4,Monday,Completed,2,127.0,4.0,2.0,2,0,0
Optalis Wyoming,Week 4,Saturday,Completed,2,158.0,20.0,2.0,2,0,0
Optalis Wyoming,Week 4,Thursday,Completed,2,180.0,20.0,2.0,2,0,0
Optalis Wyoming,Week 4,Tuesday,Completed,6,409.0,40.0,6.0,6,0,0
Optalis Wyoming,Week 4,Wednesday,Canceled,6,0.0,36.0,6.0,0,0,0
Optalis Wyoming,Week 4,Wednesday,Completed,6,392.0,36.0,6.0,6,0,0
Optalis Wyoming,Week 4,Wednesday,No show,2,105.0,10.0,2.0,0,2,0
Optalis Wyoming,Week 5,Friday,Canceled,2,0.0,12.0,2.0,0,0,0
Optalis Wyoming,Week 5,Friday,Completed,2,127.0,4.0,2.0,2,0,0
Optalis Wyoming,Week 5,Monday,Canceled,6,0.0,50.0,6.0,0,0,0
Optalis Wyoming,Week 5,Monday,Completed,2,127.0,4.0,2.0,2,0,0
Optalis Wyoming,Week 5,Saturday,Canceled,2,0.0,20.0,2.0,0,0,0
Optalis Wyoming,Week 5,Thursday,Canceled,2,0.0,21.0,2.0,0,0,0
Optalis Wyoming,Week 5,Thursday,Completed,4,261.0,22.0,4.0,4,0,0
Optalis Wyoming,Week 5,Tuesday,Completed,4,285.0,30.0,4.0,4,0,0
Optalis Wyoming,Week 5,Wednesday,Completed,2,127.0,4.0,2.0,2,0,0
Optalis at Kent-Crossing,Week 1,Friday,Canceled,3,196.60000000000002,19.32,3.0,0,3,0
Optalis at Kent-Crossing,Week 1,Friday,Completed,6,358.1,33.13,6.0,6,0,0
Optalis at Kent-Crossing,Week 1,Friday,No show,1,65.2,6.32,1.0,0,1,0
Optalis at Kent-Crossing,Week 1,Monday,Canceled,3,65.7,23.93,3.0,0,1,0
Optalis at Kent-Crossing,Week 1,Monday,Completed,2,124.93,10.77,2.0,2,0,0
Optalis at Kent-Crossing,Week 1,Monday,No show,1,65.2,6.32,1.0,0,1,0
Optalis at Kent-Crossing,Week 1,Saturday,Completed,2,144.81,10.77,2.0,2,0,0
Optalis at Kent-Crossing,Week 1,Thursday,Completed,2,144.81,10.77,2.0,2,0,0
Optalis at Kent-Crossing,Week 1,Tuesday,Canceled,6,193.95999999999998,26.47,6.0,0,4,0
Optalis at Kent-Crossing,Week 1,Tuesday,Completed,2,144.37,17.43,2.0,2,0,0
Optalis at Kent-Crossing,Week 1,Wednesday,Canceled,2,0.0,9.16,2.0,0,0,0
Optalis at Kent-Crossing,Week 1,Wednesday,Completed,10,1210.3000000000002,59.559999999999995,10.0,10,0,0
Optalis at Kent-Crossing,Week 2,Friday,Completed,8,507.61000000000007,59.74000000000001,8.0,8,0,0
Optalis at Kent-Crossing,Week 2,Monday,Canceled,3,187.24,19.55,3.0,0,3,0
Optalis at Kent-Crossing,Week 2,Monday,Completed,8,1165.0700000000002,50.480000000000004,8.0,8,0,0
Optalis at Kent-Crossing,Week 2,Monday,No show,1,55.06,6.27,1.0,0,1,0
Optalis at Kent-Crossing,Week 2,Saturday,Completed,2,144.81,10.77,2.0,2,0,0
Optalis at Kent-Crossing,Week 2,Thursday,Canceled,2,130.9,12.82,2.0,0,2,0
Optalis at Kent-Crossing,Week 2,Thursday,Completed,2,105.16,10.77,2.0,2,0,0
Optalis at Kent-Crossing,Week 2,Tuesday,Completed,4,1072.9,33.69,4.0,4,0,0
Optalis at Kent-Crossing,Week 2,Wednesday,Canceled,2,0.0,18.33,2.0,0,0,0
Optalis at Kent-Crossing,Week 2,Wednesday,Completed,10,586.0,60.949999999999996,10.0,10,0,0
Optalis at Kent-Crossing,Week 3,Friday,Canceled,1,53.56,6.63,1.0,0,1,0
Optalis at Kent-Crossing,Week 3,Friday,Completed,4,269.3,28.200000000000003,4.0,4,0,0
Optalis at Kent-Crossing,Week 3,Friday,No show,1,53.23,6.51,1.0,0,1,0
Optalis at Kent-Crossing,Week 3,Monday,Canceled,2,130.9,12.82,2.0,0,2,0
Optalis at Kent-Crossing,Week 3,Monday,Completed,4,269.3,28.200000000000003,4.0,4,0,0
Optalis at Kent-Crossing,Week 3,Saturday,Canceled,1,73.2,5.65,1.0,0,1,0
Optalis at Kent-Crossing,Week 3,Saturday,No show,1,71.61,5.12,1.0,0,1,0
Optalis at Kent-Crossing,Week 3,Thursday,Canceled,4,105.16,23.59,4.0,0,2,0
Optalis at Kent-Crossing,Week 3,Tuesday,Canceled,3,158.48,16.42,3.0,0,3,0
Optalis at Kent-Crossing,Week 3,Wednesday,Canceled,2,0.0,14.99,2.0,0,0,0
Optalis at Kent-Crossing,Week 3,Wednesday,Completed,8,492.23,47.10000000000001,8.0,8,0,0
Optalis at Kent-Crossing,Week 4,Friday,Completed,4,269.3,28.200000000000003,4.0,4,0,0
Optalis at Kent-Crossing,Week 4,Monday,Completed,4,269.26,28.200000000000003,4.0,4,0,0
Optalis at Kent-Crossing,Week 4,Saturday,Completed,2,144.81,10.77,2.0,2,0,0
Optalis at Kent-Crossing,Week 4,Thursday,Canceled,2,130.9,12.82,2.0,0,0,0
Optalis at Kent-Crossing,Week 4,Thursday,Completed,4,263.44,33.370000000000005,4.0,4,0,0
Optalis at Kent-Crossing,Week 4,Tuesday,Canceled,2,0.0,12.82,2.0,0,0,0
Optalis at Kent-Crossing,Week 4,Tuesday,Completed,2,105.16,10.77,2.0,2,0,0
Optalis at Kent-Crossing,Week 4,Wednesday,Completed,8,495.11000000000007,48.129999999999995,8.0,8,0,0
Optalis at Kent-Crossing,Week 5,Friday,Canceled,2,0.0,14.34,2.0,0,0,0
Optalis at Kent-Crossing,Week 5,Friday,Completed,4,269.3,28.200000000000003,4.0,4,0,0
Optalis at Kent-Crossing,Week 5,Monday,Canceled,2,0.0,12.82,2.0,0,0,0
Optalis at Kent-Crossing,Week 5,Monday,Completed,8,503.54,44.00000000000001,8.0,8,0,0
Optalis at Kent-Crossing,Week 5,Saturday,Completed,2,144.81,10.77,2.0,2,0,0
Optalis at Kent-Crossing,Week 5,Thursday,Canceled,3,52.17,18.060000000000002,3.0,0,1,0
Optalis at Kent-Crossing,Week 5,Thursday,Completed,2,105.16,10.77,2.0,2,0,0
Optalis at Kent-Crossing,Week 5,Thursday,No show,1,53.35,5.66,1.0,0,1,0
Optalis at Kent-Crossing,Week 5,Tuesday,Completed,2,105.16,10.77,2.0,2,0,0
Optalis at Kent-Crossing,Week 5,Wednesday,Completed,8,490.96,46.65,8.0,8,0,0
Optalis at Leonard,Week 1,Friday,Completed,2,100.0,2.0,2.0,2,0,0
Optalis at Leonard,Week 1,Monday,Completed,2,100.0,2.0,2.0,2,0,0
Optalis at Leonard,Week 1,Wednesday,Completed,2,100.0,2.0,2.0,2,0,0
Optalis at Leonard,Week 2,Friday,Completed,6,361.0,34.0,6.0,6,0,0
Optalis at Leonard,Week 2,Monday,Completed,2,100.0,2.0,2.0,2,0,0
Optalis at Leonard,Week 2,Wednesday,Completed,4,275.0,30.0,4.0,4,0,0
Optalis at Leonard,Week 3,Friday,Canceled,1,77.0,14.0,1.0,0,1,0
Optalis at Leonard,Week 3,Friday,Completed,3,198.0,16.0,3.0,3,0,0
Optalis at Leonard,Week 3,Monday,Completed,6,373.0,38.0,6.0,6,0,0
Optalis at Leonard,Week 3,Thursday,Canceled,2,0.0,30.0,2.0,0,0,0
Optalis at Leonard,Week 3,Wednesday,Completed,4,275.0,30.0,4.0,4,0,0
Optalis at Leonard,Week 4,Friday,Canceled,1,77.0,14.0,1.0,0,1,0
Optalis at Leonard,Week 4,Friday,Completed,2,100.0,2.0,2.0,2,0,0
Optalis at Leonard,Week 4,Friday,No show,1,98.0,14.0,1.0,0,1,0
Optalis at Leonard,Week 4,Monday,Canceled,1,98.0,14.0,1.0,0,1,0
Optalis at Leonard,Week 4,Monday,Completed,2,148.0,2.0,2.0,2,0,0
Optalis at Leonard,Week 4,Monday,No show,1,98.0,14.0,1.0,0,1,0
Optalis at Leonard,Week 4,Thursday,Canceled,2,658.0,6.0,2.0,0,0,0
Optalis at Leonard,Week 4,Tuesday,Completed,2,80.0,2.0,2.0,2,0,0
Optalis at Leonard,Week 4,Wednesday,Canceled,2,175.0,28.0,2.0,0,2,0
Optalis at Leonard,Week 4,Wednesday,Completed,2,100.0,2.0,2.0,2,0,0
Optalis at Leonard,Week 5,Friday,Canceled,2,0.0,28.0,2.0,0,0,0
Optalis at Leonard,Week 5,Friday,Completed,2,100.0,2.0,2.0,2,0,0
Optalis at Leonard,Week 5,Monday,Canceled,4,0.0,40.0,4.0,0,0,0
Optalis at Leonard,Week 5,Monday,Completed,2,100.0,2.0,2.0,2,0,0
Optalis at Leonard,Week 5,Thursday,Completed,2,92.0,6.0,2.0,2,0,0
Optalis at Leonard,Week 5,Wednesday,Completed,2,100.0,2.0,2.0,2,0,0
PP,Week 1,Friday,Canceled,13,0.0,120.0,13.0,0,0,0
PP,Week 1,Friday,Completed,9,802.0,139.0,9.0,9,0,0
PP,Week 1,Monday,Canceled,9,0.0,53.0,9.0,0,0,0
PP,Week 1,Monday,Completed,8,643.0,91.0,8.0,8,0,0
PP,Week 1,Saturday,Canceled,2,0.0,4.0,2.0,0,0,0
PP,Week 1,Saturday,Completed,5,765.0,95.0,7.857142857142858,5,0,0
PP,Week 1,Saturday,No show,2,168.0,4.0,2.0,0,2,0
PP,Week 1,Thursday,Canceled,2,0.0,12.0,2.0,0,0,0
PP,Week 1,Thursday,Completed,4,369.0,22.0,4.0,4,0,0
PP,Week 1,Tuesday,Canceled,5,0.0,22.0,5.0,0,0,0
PP,Week 1,Tuesday,Completed,17,1045.0,100.0,17.0,17,0,0
PP,Week 1,Tuesday,No show,1,73.0,6.0,1.0,0,1,0
PP,Week 1,Wednesday,Canceled,5,0.0,59.0,5.0,0,0,0
PP,Week 1,Wednesday,Completed,3,139.0,8.0,3.0,3,0,0
PP,Week 2,Friday,Completed,10,1182.0,254.0,18.57142857142857,10,0,0
PP,Week 2,Monday,Canceled,3,0.0,29.0,3.0,0,0,0
PP,Week 2,Monday,Completed,14,840.0,90.0,14.0,14,0,0
PP,Week 2,Saturday,Canceled,1,0.0,11.0,1.0,0,0,0
PP,Week 2,Saturday,Completed,2,207.0,16.0,2.0,2,0,0
PP,Week 2,Thursday,Canceled,2,0.0,4.0,2.0,0,0,0
PP,Week 2,Thursday,Completed,14,930.0,100.0,14.0,14,0,0
PP,Week 2,Tuesday,Canceled,13,0.0,82.0,13.0,0,0,0
PP,Week 2,Tuesday,Completed,11,986.0,157.0,12.095238095238095,11,0,0
PP,Week 2,Tuesday,No show,1,0.0,4.0,1.0,0,0,1
PP,Week 2,Wednesday,Canceled,8,0.0,100.0,9.047619047619047,0,0,0
PP,Week 2,Wednesday,Completed,14,1127.0,169.0,14.0,14,0,0
PP,Week 3,Friday,Canceled,2,0.0,22.0,2.0,0,0,0
PP,Week 3,Friday,Completed,17,1171.5,147.0,17.0,17,0,0
PP,Week 3,Friday,No show,1,90.0,15.0,1.0,0,1,0
PP,Week 3,Monday,Canceled,9,103.0,66.0,9.0,0,1,0
PP,Week 3,Monday,Completed,7,403.0,36.0,7.0,7,0,0
PP,Week 3,Saturday,Canceled,4,0.0,22.0,4.0,0,0,0
PP,Week 3,Saturday,Completed,3,319.5,26.0,3.0,3,0,0
PP,Week 3,Thursday,Canceled,2,0.0,29.0,2.0,0,0,0
PP,Week 3,Thursday,Completed,7,479.0,58.0,7.0,7,0,0
PP,Week 3,Tuesday,Canceled,3,63.0,14.0,3.0,0,1,0
PP,Week 3,Tuesday,Completed,14,926.0,92.0,14.0,14,0,0
PP,Week 3,Wednesday,Canceled,6,63.0,38.0,6.0,0,1,0
PP,Week 3,Wednesday,Completed,7,454.0,53.0,7.0,7,0,0
PP,Week 4,Friday,Canceled,10,0.0,80.0,10.0,0,0,0
PP,Week 4,Friday,Completed,12,840.0,120.0,12.0,12,0,0
PP,Week 4,Friday,No show,3,152.0,38.0,3.0,0,2,1
PP,Week 4,Monday,Canceled,5,0.0,18.0,5.0,0,0,0
PP,Week 4,Monday,Completed,12,1690.5,219.0,16.80952380952381,12,0,0
PP,Week 4,Monday,No show,2,57.0,7.0,2.0,0,0,2
PP,Week 4,Saturday,Canceled,2,0.0,16.0,2.0,0,0,0
PP,Week 4,Thursday,Canceled,15,1899.0,428.0,29.71428571428571,0,1,0
PP,Week 4,Thursday,Completed,10,726.0,92.0,10.0,10,0,0
PP,Week 4,Thursday,No show,2,131.0,17.0,2.0,0,0,2
PP,Week 4,Tuesday,Canceled,9,183.0,52.0,9.0,0,3,0
PP,Week 4,Tuesday,Completed,8,674.0,118.0,8.0,8,0,0
PP,Week 4,Tuesday,No show,1,57.0,4.0,1.0,0,1,0
PP,Week 4,Wednesday,Canceled,12,0.0,106.0,12.0,0,0,0
PP,Week 4,Wednesday,Completed,13,793.0,96.0,13.0,13,0,0
PP,Week 4,Wednesday,No show,2,108.0,6.0,2.0,0,2,0
PP,Week 5,Friday,Canceled,5,0.0,40.0,5.0,0,0,0
PP,Week 5,Friday,Completed,10,716.0,102.0,10.0,10,0,0
PP,Week 5,Friday,No show,1,63.0,6.0,1.0,0,1,0
PP,Week 5,Monday,Canceled,6,0.0,221.0,14.904761904761905,0,0,0
PP,Week 5,Monday,Completed,13,902.0,129.0,14.095238095238095,13,0,0
PP,Week 5,Saturday,Canceled,2,0.0,16.0,2.0,0,0,0
PP,Week 5,Saturday,Completed,2,144.0,2.0,2.0,2,0,0
PP,Week 5,Thursday,Canceled,12,60.0,187.0,15.476190476190476,0,1,0
PP,Week 5,Thursday,Completed,12,2141.5,167.0,15.857142857142858,12,0,0
PP,Week 5,Thursday,No show,1,48.0,1.0,1.0,0,1,0
PP,Week 5,Tuesday,Canceled,12,0.0,94.0,12.0,0,0,0
PP,Week 5,Tuesday,Completed,9,523.0,46.0,9.0,9,0,0
PP,Week 5,Wednesday,Canceled,9,0.0,136.0,11.380952380952381,0,0,0
PP,Week 5,Wednesday,Completed,12,827.0,109.0,14.0,12,0,0
Pinnacle Care of Battle Creek,Week 5,Friday,Canceled,2,0.0,3.75,2.0,0,0,0
Plainwell Pines Nursing & Rehabilitation Center,Week 1,Friday,Canceled,2,0.0,26.189999999999998,2.0,0,0,0
Plainwell Pines Nursing & Rehabilitation Center,Week 1,Monday,Canceled,2,0.0,26.189999999999998,2.0,0,0,0
Plainwell Pines Nursing & Rehabilitation Center,Week 1,Tuesday,Canceled,2,0.0,26.189999999999998,2.0,0,0,0
Plainwell Pines Nursing & Rehabilitation Center,Week 1,Wednesday,Canceled,2,0.0,26.189999999999998,2.0,0,0,0
Plainwell Pines Nursing & Rehabilitation Center,Week 2,Friday,Completed,2,168.57,26.189999999999998,2.0,2,0,0
Plainwell Pines Nursing & Rehabilitation Center,Week 2,Monday,Canceled,2,0.0,26.189999999999998,2.0,0,0,0
Plainwell Pines Nursing & Rehabilitation Center,Week 2,Thursday,Canceled,1,84.27,13.09,1.0,0,1,0
Plainwell Pines Nursing & Rehabilitation Center,Week 2,Thursday,No show,1,84.3,13.1,1.0,0,1,0
Plainwell Pines Nursing & Rehabilitation Center,Week 2,Tuesday,Canceled,3,84.88,30.04,3.0,0,1,0
Plainwell Pines Nursing & Rehabilitation Center,Week 2,Tuesday,Completed,4,341.46,53.82000000000001,4.0,4,0,0
Plainwell Pines Nursing & Rehabilitation Center,Week 2,Tuesday,No show,1,85.36,10.12,1.0,0,1,0
Plainwell Pines Nursing & Rehabilitation Center,Week 2,Wednesday,Completed,6,434.52,64.84,6.0,6,0,0
Plainwell Pines Nursing & Rehabilitation Center,Week 3,Friday,Completed,2,168.57,26.189999999999998,2.0,2,0,0
Plainwell Pines Nursing & Rehabilitation Center,Week 3,Monday,Completed,2,168.57,26.189999999999998,2.0,2,0,0
Plainwell Pines Nursing & Rehabilitation Center,Week 3,Tuesday,Completed,2,231.45,47.15,2.0,2,0,0
Plainwell Pines Nursing & Rehabilitation Center,Week 3,Wednesday,Canceled,1,127.93,24.31,1.0,0,1,0
Plainwell Pines Nursing & Rehabilitation Center,Week 3,Wednesday,Completed,2,168.57,26.189999999999998,2.0,2,0,0
Plainwell Pines Nursing & Rehabilitation Center,Week 3,Wednesday,No show,1,131.5,25.5,1.0,0,1,0
Plainwell Pines Nursing & Rehabilitation Center,Week 4,Friday,Canceled,1,0.0,57.08,3.337142857142857,0,0,0
Plainwell Pines Nursing & Rehabilitation Center,Week 4,Friday,Completed,2,168.57,26.189999999999998,2.0,2,0,0
Plainwell Pines Nursing & Rehabilitation Center,Week 4,Monday,Completed,2,213.57,26.189999999999998,2.0,2,0,0
Plainwell Pines Nursing & Rehabilitation Center,Week 4,Tuesday,Canceled,1,111.94,18.98,1.0,0,1,0
Plainwell Pines Nursing & Rehabilitation Center,Week 4,Tuesday,No show,1,116.89,20.63,1.0,0,1,0
Plainwell Pines Nursing & Rehabilitation Center,Week 4,Wednesday,Completed,2,168.57,26.189999999999998,2.0,2,0,0
Plainwell Pines Nursing & Rehabilitation Center,Week 5,Friday,Completed,2,168.57,26.189999999999998,2.0,2,0,0
Plainwell Pines Nursing & Rehabilitation Center,Week 5,Monday,Completed,2,168.57,26.189999999999998,2.0,2,0,0
Plainwell Pines Nursing & Rehabilitation Center,Week 5,Tuesday,Completed,4,280.6,40.2,4.0,4,0,0
Plainwell Pines Nursing & Rehabilitation Center,Week 5,Wednesday,Completed,2,168.57,26.189999999999998,2.0,2,0,0
RYW,Week 1,Monday,Completed,3,0.0,4.98,3.0,3,0,0
RYW,Week 1,Tuesday,Completed,2,0.0,0.32,2.0,2,0,0
RYW,Week 1,Wednesday,Completed,2,0.0,1.27,2.0,2,0,0
RYW,Week 2,Friday,Completed,3,0.0,14.99,3.0,3,0,0
RYW,Week 2,Monday,Completed,5,0.0,12.76,5.0,5,0,0
RYW,Week 2,Tuesday,Canceled,3,0.0,7.49,3.0,0,0,0
RYW,Week 2,Tuesday,Completed,1,0.0,6.85,1.0,1,0,0
RYW,Week 2,Wednesday,Canceled,2,0.0,5.140000000000001,2.0,0,0,0
RYW,Week 2,Wednesday,Completed,1,0.0,0.16,1.0,1,0,0
RYW,Week 3,Friday,Canceled,1,0.0,4.32,1.0,0,0,0
RYW,Week 3,Friday,Completed,1,0.0,1.11,1.0,1,0,0
RYW,Week 3,Monday,Completed,4,0.0,0.9800000000000001,4.0,4,0,0
RYW,Week 3,Thursday,Completed,1,0.0,0.16,1.0,1,0,0
RYW,Week 3,Tuesday,Completed,3,0.0,0.6900000000000001,3.0,3,0,0
RYW,Week 3,Wednesday,Completed,1,0.0,0.16,1.0,1,0,0
RYW,Week 4,Friday,Completed,2,0.0,8.620000000000001,2.0,2,0,0
RYW,Week 4,Friday,No show,1,0.0,0.32,1.0,0,0,1
RYW,Week 4,Monday,Completed,5,0.0,7.87,5.0,5,0,0
RYW,Week 4,Thursday,Completed,9,0.0,86.80999999999999,9.0,9,0,0
RYW,Week 4,Tuesday,Completed,2,0.0,0.32,2.0,2,0,0
RYW,Week 4,Wednesday,Completed,4,0.0,14.02,4.0,4,0,0
RYW,Week 5,Thursday,Canceled,1,0.0,6.96,1.0,0,0,0
RYW,Week 5,Thursday,Completed,2,0.0,7.17,2.0,2,0,0
RYW,Week 5,Tuesday,Canceled,2,0.0,35.769999999999996,2.0,0,0,0
RYW,Week 5,Tuesday,Completed,3,0.0,0.48,3.0,3,0,0
RYW,Week 5,Wednesday,Canceled,2,0.0,53.06,2.0,0,0,0
RYW,Week 5,Wednesday,Completed,3,0.0,7.319999999999999,3.0,3,0,0
Rehabilitation Management and Consulting,Week 1,Friday,Canceled,4,0.0,35.0,4.0,0,0,0
Rehabilitation Management and Consulting,Week 1,Friday,Completed,1,46.0,2.0,1.0,1,0,0
Rehabilitation Management and Consulting,Week 1,Monday,Completed,4,364.0,68.0,4.0,4,0,0
Rehabilitation Management and Consulting,Week 1,Tuesday,Completed,6,495.0,85.0,6.0,6,0,0
Rehabilitation Management and Consulting,Week 1,Wednesday,Completed,2,137.0,19.0,2.0,2,0,0
Rehabilitation Management and Consulting,Week 2,Friday,Completed,3,155.0,25.0,3.0,3,0,0
Rehabilitation Management and Consulting,Week 2,Monday,Canceled,2,0.0,19.0,2.0,0,0,0
Rehabilitation Management and Consulting,Week 2,Monday,Completed,6,474.0,78.0,6.0,6,0,0
Rehabilitation Management and Consulting,Week 2,Thursday,Canceled,2,0.0,40.0,2.0,0,0,0
Rehabilitation Management and Consulting,Week 2,Tuesday,Completed,6,705.0,155.0,9.952380952380953,6,0,0
