order_status,reason,payer_id,order_mode,day,count
No show,Billed no show,Corewell Health Rehab & Nursing Center - Kentridge,Wheelchair,Thursday,2
No show,Billed no show,Holt Senior Care & Rehab Center,Wheelchair,Monday,2
No show,Billed no show,Holt Senior Care & Rehab Center,Wheelchair,Friday,2
No show,Billed no show,Corewell Health Rehab & Nursing Center-Leffingwell,Wheelchair,Thursday,2
Canceled,Unable to Accommodate,SafeRide Health - Humana,Wheelchair,Wednesday,2
Canceled,Unable to Accommodate,Rehabilitation Management and Consulting,Wheelchair,Wednesday,2
Canceled,Unable to Accommodate,Intersect Health of Forest Hills,Wheelchair,Thursday,2
Canceled,Unable to Accommodate,Mary Free Bed-Discharge,Wheelchair,Thursday,2
Canceled,Unable to Accommodate,Laurels of Hudsonville,Wheelchair,Wednesday,2
No show,Billed no show,Mary Free Bed Rehabilitation Sub-Acute,Wheelchair,Friday,2
Canceled,Billed no show,OBC,Wheelchair,Tuesday,2
Canceled,Same Day Cancel,SafeRide Health - Meridian Medicaid,Ambulatory,Monday,2
Canceled,Billed no show,Mary Free Bed Rehabilitation Sub-Acute,Wheelchair,Monday,2
Canceled,Billed no show,Mary Free Bed Rehabilitation Sub-Acute,Wheelchair,Friday,2
Canceled,Billed no show,Marshall Nursing & Rehab,Wheelchair,Friday,2
Canceled,Unable to Accommodate,MTM,Wheelchair,Tuesday,2
Canceled,Unable to Accommodate,MTM,Wheelchair,Wednesday,2
Canceled,Unable to Accommodate,Marshall Nursing & Rehab,Wheelchair,Thursday,2
Canceled,Unable to Accommodate,Marshall Nursing & Rehab,Wheelchair,Tuesday,2
Canceled,Unable to Accommodate,Marshall Nursing & Rehab,Wheelchair,Wednesday,2
Canceled,Unable to Accommodate,Mary Free Bed Rehabilitation Sub-Acute,Wheelchair,Monday,2
Canceled,Unable to Accommodate,OBC,Wheelchair,Friday,2
Canceled,Billed no show,Holt Senior Care & Rehab Center,Wheelchair,Friday,2
Canceled,Unable to Accommodate,OBC,Wheelchair,Saturday,2
Canceled,Unable to Accommodate,OBC,Wheelchair,Thursday,2
Canceled,Unable to Accommodate,Optalis Healthcare of Grand Rapids,Wheelchair,Tuesday,2
Canceled,Unable to Accommodate,Optalis Whitehall,Wheelchair,Tuesday,2
Canceled,Unable to Accommodate,Optalis at Kent-Crossing,Wheelchair,Friday,2
Canceled,Unable to Accommodate,PP,Ambulatory,Monday,2
Canceled,Billed no show,Ingham County Medical Care Facility,Wheelchair,Wednesday,2
Canceled,Unable to Accommodate,PP,Wheelchair,Thursday,2
Canceled,Unable to Accommodate,PP,Wheelchair,Tuesday,2
Canceled,Billed no show,Holt Senior Care & Rehab Center,Wheelchair,Wednesday,2
Canceled,Unable to Accommodate,Plainwell Pines Nursing & Rehabilitation Center,Wheelchair,Tuesday,2
No show,Billed no show,Intersect Health of Forest Hills,Wheelchair,Friday,2
Canceled,Unable to Accommodate,Rehabilitation Management and Consulting,Ambulatory,Saturday,2
Canceled,Confirmation Cancel,Bronson Battle Creek Hospital - Social Work,Ambulatory,Monday,2
Canceled,Billed no show,Villa at Borgess Place,Wheelchair,Friday,2
Canceled,Confirmation Cancel,Ingham County Medical Care Facility,Wheelchair,Friday,2
Canceled,No Show,MTM,Ambulatory,Tuesday,2
Canceled,Confirmation Cancel,"Managed Rehabilitation Consultants, Inc.",Ambulatory,Friday,2
Canceled,Confirmation Cancel,MTM,Wheelchair,Thursday,2
Canceled,Confirmation Cancel,Willows At East Lansing,Wheelchair,Monday,2
Canceled,Confirmation Cancel,Longevity Health - General,Stretcher,Friday,2
Canceled,No Show,Battle Creek VA,Ambulatory,Tuesday,2
Canceled,No Show,Battle Creek VA,Ambulatory,Wednesday,2
Canceled,Confirmation Cancel,Longevity Health - General,Ambulatory,Wednesday,2
Canceled,Confirmation Cancel,Laurels of Hudsonville,Wheelchair,Wednesday,2
Canceled,No Show,Battle Creek VA,Wheelchair,Wednesday,2
Canceled,No Show,Calhoun County MDHHS,Ambulatory,Wednesday,2
Canceled,No Show,Kent County MDHHS,Ambulatory,Thursday,2
Canceled,Confirmation Cancel,Laurels of Hudsonville,Wheelchair,Friday,2
Canceled,Confirmation Cancel,Lake Woods Nursing & Rehabilitation Center,Wheelchair,Thursday,2
Canceled,Confirmation Cancel,Kent County MDHHS,Ambulatory,Wednesday,2
Canceled,Confirmation Cancel,Jackson County MDHHS,Ambulatory,Friday,2
Canceled,Confirmation Cancel,Friendship Village of Kalamazoo,Wheelchair,Wednesday,2
Canceled,Confirmation Cancel,Intersect Health of Forest Hills,Wheelchair,Friday,2
Canceled,No Show,MTM,Wheelchair,Monday,2
Canceled,Confirmation Cancel,Intersect Health of Forest Hills,Ambulatory,Monday,2
No show,Billed no show,Villa at Borgess Place,Wheelchair,Monday,2
No show,Billed no show,Villa at Borgess Place,Wheelchair,Friday,2
Canceled,No Show,PP,Wheelchair,Saturday,2
Canceled,No Show,PP,Wheelchair,Wednesday,2
Canceled,Confirmation Cancel,Holt Senior Care & Rehab Center,Ambulatory,Friday,2
Canceled,Confirmation Cancel,Hillcrest Nursing and Rehab Center,Wheelchair,Wednesday,2
Canceled,Confirmation Cancel,Hillcrest Nursing and Rehab Center,Wheelchair,Monday,2
Canceled,Confirmation Cancel,Hillcrest Nursing and Rehab Center,Wheelchair,Friday,2
Canceled,Confirmation Cancel,Harold and Grace Upjohn Community Care Center,Wheelchair,Tuesday,2
Canceled,Confirmation Cancel,Harbor Terrace,Stretcher,Monday,2
Canceled,No Show,SafeRide Health - Priority Medicaid,Wheelchair,Monday,2
Canceled,Confirmation Cancel,"Managed Rehabilitation Consultants, Inc.",Ambulatory,Monday,2
No show,No Show,Calhoun County MDHHS,Ambulatory,Wednesday,2
Canceled,Confirmation Cancel,Marshall Nursing & Rehab,Ambulatory,Monday,2
Canceled,Confirmation Cancel,Mary Free Bed Rehabilitation Sub-Acute,Wheelchair,Thursday,2
Canceled,Confirmation Cancel,Plainwell Pines Nursing & Rehabilitation Center,Wheelchair,Wednesday,2
Canceled,Confirmation Cancel,Pinnacle Care of Battle Creek,Wheelchair,Friday,2
Canceled,Confirmation Cancel,Optalis at Leonard,Wheelchair,Thursday,2
Canceled,Confirmation Cancel,Optalis at Leonard,Wheelchair,Friday,2
Canceled,Confirmation Cancel,Rehabilitation Management and Consulting,Ambulatory,Wednesday,2
Canceled,Confirmation Cancel,Rehabilitation Management and Consulting,Wheelchair,Thursday,2
Canceled,Confirmation Cancel,Optalis at Leonard,Stretcher,Thursday,2
Canceled,Confirmation Cancel,Reliance Community Care Partners,Ambulatory,Friday,2
Canceled,Confirmation Cancel,SafeRide Health - Meridian Medicaid,Ambulatory,Tuesday,2
Canceled,Confirmation Cancel,Optalis at Kent-Crossing,Wheelchair,Wednesday,2
Canceled,Confirmation Cancel,Optalis at Kent-Crossing,Stretcher,Wednesday,2
Canceled,Confirmation Cancel,SafeRide Health - Priority Medicaid,Ambulatory,Saturday,2
Canceled,Confirmation Cancel,Optalis at Kent-Crossing,Ambulatory,Wednesday,2
Canceled,Confirmation Cancel,Optalis Wyoming,Stretcher,Monday,2
Canceled,Confirmation Cancel,Optalis Wyoming,Stretcher,Friday,2
Canceled,Confirmation Cancel,Optalis Wyoming,Ambulatory,Wednesday,2
Canceled,Confirmation Cancel,Optalis Healthcare of Grand Rapids,Wheelchair,Saturday,2
Canceled,Confirmation Cancel,Optalis Healthcare of Grand Rapids,Ambulatory,Wednesday,2
Canceled,Confirmation Cancel,Optalis - Muskegon,Stretcher,Wednesday,2
Canceled,Confirmation Cancel,Optalis - Muskegon,Stretcher,Tuesday,2
Canceled,Confirmation Cancel,Optalis - Muskegon,Stretcher,Thursday,2
Canceled,Confirmation Cancel,Optalis - Muskegon,Stretcher,Monday,2
Canceled,Confirmation Cancel,OBC,Ambulatory,Wednesday,2
Canceled,Confirmation Cancel,Saginaw Nursing and Rehab,Wheelchair,Wednesday,2
Canceled,Confirmation Cancel,The Willows at East Lansing,Stretcher,Wednesday,2
Canceled,Confirmation Cancel,U of M Health - West,Ambulatory,Friday,2
No show,Billed no show,Dimondale NCC,Wheelchair,Wednesday,2
Canceled,Confirmation Cancel,Mary Free Bed-Discharge,Wheelchair,Wednesday,2
Canceled,Confirmation Cancel,U of M Health - West,Wheelchair,Tuesday,2
Canceled,No Show,SafeRide Health - Priority Medicaid,Wheelchair,Thursday,2
No show,Billed no show,Covenant Living of the Great Lakes,Wheelchair,Friday,2
Canceled,Confirmation Cancel,Burcham Hills,Wheelchair,Wednesday,2
Canceled,Confirmation Cancel,Corewell Health Rehab & Nursing Center - Kentridge,Wheelchair,Tuesday,2
Canceled,Confirmation Cancel,Bronson Cancer Center,Wheelchair,Monday,2
Canceled,Confirmation Cancel,Bronson Cancer Center,Wheelchair,Wednesday,2
Canceled,Same Day Cancel,Auto Case,Wheelchair,Tuesday,2
Canceled,Confirmation Cancel,Bronson Methodist,Ambulatory,Thursday,2
No show,Billed no show,PP,Wheelchair,Saturday,2
Canceled,Confirmation Cancel,Burcham Hills,Wheelchair,Thursday,2
Canceled,Same Day Cancel,PP,Ambulatory,Wednesday,2
Canceled,Confirmation Cancel,Corewell Heath Nursing and Rehab Cedar,Wheelchair,Wednesday,2
No show,Billed no show,PP,Wheelchair,Tuesday,2
Canceled,Same Day Cancel,MTM,Ambulatory,Monday,2
Canceled,Confirmation Cancel,Dimondale NCC,Wheelchair,Thursday,2
Canceled,Confirmation Cancel,Dimondale NCC,Wheelchair,Monday,2
Canceled,Confirmation Cancel,Corewell Health - Auto,Wheelchair,Friday,2
No show,No Show,Kent County MDHHS,Ambulatory,Friday,2
Canceled,Confirmation Cancel,Corewell Health Reed City Rehab & Nursing Center,Wheelchair,Friday,2
Canceled,Confirmation Cancel,Corewell Health Rehab & Nursing Center - Kentridge,Ambulatory,Monday,2
Canceled,Confirmation Cancel,Covenant Living of the Great Lakes,Wheelchair,Wednesday,2
Canceled,Same Day Cancel,Battle Creek VA,Wheelchair,Friday,2
No show,Billed no show,PP,Wheelchair,Wednesday,2
Canceled,Confirmation Cancel,Dimondale NCC,Wheelchair,Wednesday,2
Canceled,Confirmation Cancel,Corewell Health Rehab & Nursing Center-Leffingwell,Ambulatory,Wednesday,2
Canceled,Same Day Cancel,Case Managment - Lisa Beard,Ambulatory,Monday,2
Canceled,Same Day Cancel,Rehabilitation Management and Consulting,Wheelchair,Monday,2
No show,Billed no show,Plainwell Pines Nursing & Rehabilitation Center,Wheelchair,Tuesday,2
Canceled,Same Day Cancel,Kent County MDHHS,Ambulatory,Thursday,2
Canceled,Same Day Cancel,Kent County MDHHS,Ambulatory,Tuesday,2
Canceled,Same Day Cancel,Auto Case,Ambulatory,Friday,2
Canceled,Confirmation Cancel,Bronson Cancer Center,Wheelchair,Friday,2
Canceled,Confirmation Cancel,Friendship Village of Kalamazoo,Wheelchair,Tuesday,2
Canceled,Confirmation Cancel,Corewell Heath Nursing and Rehab Cedar,Wheelchair,Thursday,2
Canceled,Confirmation Cancel,Corewell Health Rehab & Nursing Center-Leffingwell,Ambulatory,Tuesday,2
Canceled,Confirmation Cancel,Friendship Village of Kalamazoo,Wheelchair,Thursday,2
Canceled,Same Day Cancel,Battle Creek VA,Wheelchair,Thursday,2
Canceled,Confirmation Cancel,Corewell Heath Nursing and Rehab Cedar,Wheelchair,Tuesday,2
Canceled,Same Day Cancel,MTM,Ambulatory,Saturday,2
No show,No Show,Calhoun County MDHHS,Ambulatory,Tuesday,1
No show,Billed no show,Plainwell Pines Nursing & Rehabilitation Center,Wheelchair,Thursday,1
No show,No Show,Auto Case,Ambulatory,Tuesday,1
No show,No Show,Auto Case,Ambulatory,Wednesday,1
No show,Billed no show,Plainwell Pines Nursing & Rehabilitation Center,Wheelchair,Wednesday,1
No show,No Show,PP,Ambulatory,Monday,1
No show,No Show,Calhoun County MDHHS,Ambulatory,Monday,1
No show,Billed no show,Optalis at Leonard,Wheelchair,Friday,1
Unassigned,Completed,Bronson Battle Creek Hospital - Social Work,Ambulatory,Saturday,1
No show,Billed no show,Harold and Grace Upjohn Community Care Center,Wheelchair,Tuesday,1
No show,Billed no show,PP,Ambulatory,Friday,1
Unassigned,Completed,Bronson Battle Creek Hospital - ED,Ambulatory,Saturday,1
No show,Same Day Cancel,SafeRide Health - Priority Medicaid,Wheelchair,Thursday,1
No show,No Show,Bronson Battle Creek Hospital - Social Work,Ambulatory,Tuesday,1
No show,Billed no show,Holt Senior Care & Rehab Center,Wheelchair,Tuesday,1
No show,No Show,Auto Case,Wheelchair,Thursday,1
No show,No Show,Kent County MDHHS,Ambulatory,Tuesday,1
No show,Billed no show,Optalis at Kent-Crossing,Wheelchair,Saturday,1
No show,Billed no show,Ingham County Medical Care Facility,Wheelchair,Thursday,1
No show,Same Day Cancel,MTM,Ambulatory,Thursday,1
No show,No Show,Kent County MDHHS,Ambulatory,Wednesday,1
No show,No Show,Kent County MDHHS,Wheelchair,Monday,1
No show,No Show,Longevity Health Plan - Lake Woods,Wheelchair,Tuesday,1
No show,Billed no show,PP,Wheelchair,Thursday,1
No show,No Show,Harbor Post-Acute Center,Wheelchair,Monday,1
No show,Billed no show,Optalis at Kent-Crossing,Wheelchair,Thursday,1
No show,Billed no show,Intersect Health of Forest Hills,Ambulatory,Thursday,1
No show,Confirmation Cancel,Bronson Battle Creek Hospital - ED,Ambulatory,Monday,1
No show,Billed no show,The Oaks at Battle Creek,Wheelchair,Wednesday,1
No show,No Show,PP,Wheelchair,Thursday,1
No show,Billed no show,Optalis at Kent-Crossing,Ambulatory,Friday,1
No show,Billed no show,Mary Free Bed Rehabilitation Sub-Acute,Wheelchair,Monday,1
No show,No Show,PP,Wheelchair,Monday,1
No show,Billed no show,Optalis at Leonard,Wheelchair,Monday,1
No show,Billed no show,Villa at Borgess Place,Wheelchair,Wednesday,1
No show,Billed no show,Villa at Borgess Place,Wheelchair,Tuesday,1
No show,No Show,"Managed Rehabilitation Consultants, Inc.",Wheelchair,Wednesday,1
No show,Billed no show,Optalis Wyoming,Wheelchair,Friday,1
No show,Billed no show,Valley View Care Center,Wheelchair,Tuesday,1
No show,Billed no show,Optalis Whitehall,Wheelchair,Tuesday,1
No show,No Show,PP,Ambulatory,Friday,1
No show,Billed no show,Optalis Healthcare of Grand Rapids,Wheelchair,Friday,1
No show,Billed no show,OpenBed,Wheelchair,Tuesday,1
No show,Billed no show,OBC,Wheelchair,Monday,1
No show,Billed no show,OpenBed,Wheelchair,Monday,1
No show,Billed no show,OpenBed,Ambulatory,Wednesday,1
No show,Billed no show,OpenBed,Wheelchair,Friday,1
No show,No Show,Jackson County MDHHS,Ambulatory,Tuesday,1
No show,No Show,Jackson County MDHHS,Wheelchair,Monday,1
No show,Billed no show,Valley View Care Center,Wheelchair,Friday,1
No show,No Show,PP,Ambulatory,Thursday,1
No show,Billed no show,Optalis at Kent-Crossing,Wheelchair,Friday,1
No show,No Show,PP,Wheelchair,Tuesday,1
No show,Billed no show,Intersect Health of Forest Hills,Wheelchair,Monday,1
No show,Billed no show,Valley View Care Center,Ambulatory,Thursday,1
No show,No Show,Jackson County MDHHS,Ambulatory,Friday,1
No show,Billed no show,U of M Health - West,Wheelchair,Wednesday,1
No show,No Show,Ambrose Care Management,Wheelchair,Tuesday,1
No show,No Show,Ambrose Care Management,Wheelchair,Thursday,1
No show,Billed no show,Valley View Care Center,Wheelchair,Monday,1
No show,Billed no show,Intersect Health of Forest Hills,Wheelchair,Tuesday,1
No show,No Show,SafeRide Health - Humana,Wheelchair,Tuesday,1
No show,Confirmation Cancel,Bronson Battle Creek Hospital,Ambulatory,Wednesday,1
No show,No Show,SafeRide Health - Humana,Ambulatory,Tuesday,1
No show,No Show,MTM,Wheelchair,Wednesday,1
No show,Billed no show,Marshall Nursing & Rehab,Ambulatory,Monday,1
No show,Confirmation Cancel,Bronson Battle Creek Hospital,Ambulatory,Thursday,1
No show,No Show,Rehabilitation Management and Consulting,Wheelchair,Thursday,1
No show,Confirmation Cancel,Bronson Battle Creek Hospital,Ambulatory,Friday,1
No show,Confirmation Cancel,Battle Creek VA,Ambulatory,Thursday,1
No show,Completed,MTM,Ambulatory,Friday,1
No show,Billed no show,Marshall Nursing & Rehab,Ambulatory,Wednesday,1
No show,Billed no show,Willows At East Lansing,Wheelchair,Monday,1
No show,No Show,"Managed Rehabilitation Consultants, Inc.",Ambulatory,Thursday,1
No show,No Show,RYW,Ambulatory,Friday,1
No show,No Show,"Managed Rehabilitation Consultants, Inc.",Ambulatory,Tuesday,1
No show,No Show,Kent County MDHHS,Ambulatory,Monday,1
Canceled,Billed no show,Battle Creek VA,Ambulatory,Friday,1
No show,Billed no show,Dimondale NCC,Wheelchair,Thursday,1
Canceled,Billed no show,Plainwell Pines Nursing & Rehabilitation Center,Wheelchair,Thursday,1
Canceled,Billed no show,The Oaks at Battle Creek,Wheelchair,Wednesday,1
Canceled,Billed no show,U of M Health - West,Wheelchair,Wednesday,1
Canceled,Billed no show,Valley View Care Center,Wheelchair,Friday,1
Canceled,Billed no show,Villa at Borgess Place,Wheelchair,Wednesday,1
Canceled,Billed no show,Willows At East Lansing,Wheelchair,Monday,1
Canceled,Confirmation Cancel,Auto Case,Ambulatory,Friday,1
Canceled,Confirmation Cancel,Bronson Battle Creek Hospital,Ambulatory,Monday,1
Canceled,Confirmation Cancel,Bronson Battle Creek Hospital,Ambulatory,Saturday,1
Canceled,Confirmation Cancel,Bronson Battle Creek Hospital,Ambulatory,Tuesday,1
Canceled,Confirmation Cancel,Bronson Battle Creek Hospital,Ambulatory,Wednesday,1
Canceled,Confirmation Cancel,Bronson Battle Creek Hospital - ED,Ambulatory,Thursday,1
Canceled,Confirmation Cancel,Bronson Behavioral Health Hospital,Ambulatory,Thursday,1
Canceled,Confirmation Cancel,Corewell Health - Mission Control,Ambulatory,Friday,1
Canceled,Confirmation Cancel,Gentiva Hospice,Wheelchair,Friday,1
Canceled,Confirmation Cancel,Harbor Post-Acute Center,Wheelchair,Thursday,1
Canceled,Confirmation Cancel,MFB - Discharge - Private Pay,Ambulatory,Tuesday,1
Canceled,Confirmation Cancel,MTM,Wheelchair,Tuesday,1
Canceled,Confirmation Cancel,"Managed Rehabilitation Consultants, Inc.",Ambulatory,Wednesday,1
Canceled,Confirmation Cancel,Mary Free Bed-Discharge,Wheelchair,Tuesday,1
Canceled,Confirmation Cancel,ModivCare,Ambulatory,Tuesday,1
Canceled,Confirmation Cancel,PP,Stretcher,Friday,1
Canceled,Confirmation Cancel,RYW,Ambulatory,Thursday,1
Canceled,Confirmation Cancel,RYW,Stretcher,Wednesday,1
Canceled,Confirmation Cancel,The Willows at East Lansing Private Pay,Wheelchair,Monday,1
Canceled,Confirmation Cancel,U of M Health - West,Ambulatory,Tuesday,1
Canceled,No Show,Auto Case,Ambulatory,Tuesday,1
Canceled,No Show,Auto Case,Ambulatory,Wednesday,1
Canceled,Billed no show,Plainwell Pines Nursing & Rehabilitation Center,Wheelchair,Wednesday,1
Canceled,Billed no show,PP,Wheelchair,Wednesday,1
Canceled,No Show,Battle Creek VA,Wheelchair,Friday,1
Canceled,Billed no show,PP,Wheelchair,Monday,1
Canceled,Billed no show,Battle Creek VA,Ambulatory,Thursday,1
Canceled,Billed no show,Battle Creek VA,Ambulatory,Tuesday,1
Canceled,Billed no show,Battle Creek VA,Wheelchair,Friday,1
Canceled,Billed no show,Battle Creek VA,Wheelchair,Monday,1
Canceled,Billed no show,Battle Creek VA,Wheelchair,Tuesday,1
Canceled,Billed no show,Bronson Behavioral Health Hospital,Ambulatory,Tuesday,1
Canceled,Billed no show,Bronson Methodist,Ambulatory,Monday,1
Canceled,Billed no show,Burcham Hills,Wheelchair,Monday,1
Canceled,Billed no show,Corewell Health Rehab & Nursing Center - Kentridge,Ambulatory,Monday,1
Canceled,Billed no show,Corewell Health Rehab & Nursing Center-Leffingwell,Ambulatory,Tuesday,1
Canceled,Billed no show,Dimondale NCC,Wheelchair,Thursday,1
Canceled,Billed no show,Harbor Post-Acute Center,Wheelchair,Wednesday,1
Canceled,Billed no show,Harold and Grace Upjohn Community Care Center,Wheelchair,Thursday,1
Canceled,Billed no show,Intersect Health of Forest Hills,Ambulatory,Thursday,1
Canceled,Billed no show,Intersect Health of Forest Hills,Wheelchair,Monday,1
Canceled,Billed no show,Intersect Health of Forest Hills,Wheelchair,Tuesday,1
Canceled,Billed no show,Marshall Nursing & Rehab,Ambulatory,Monday,1
Canceled,Billed no show,Marshall Nursing & Rehab,Ambulatory,Wednesday,1
Canceled,Billed no show,OBC,Wheelchair,Monday,1
Canceled,Billed no show,OBC,Wheelchair,Thursday,1
Canceled,Billed no show,OpenBed,Wheelchair,Monday,1
Canceled,Billed no show,Optalis Healthcare of Grand Rapids,Wheelchair,Friday,1
Canceled,Billed no show,Optalis Healthcare of Grand Rapids,Wheelchair,Wednesday,1
Canceled,Billed no show,Optalis Wyoming,Wheelchair,Friday,1
Canceled,Billed no show,Optalis at Kent-Crossing,Ambulatory,Friday,1
Canceled,Billed no show,Optalis at Kent-Crossing,Wheelchair,Saturday,1
Canceled,Billed no show,Optalis at Leonard,Wheelchair,Monday,1
Canceled,No Show,Auto Case,Wheelchair,Thursday,1
Canceled,No Show,Jackson County MDHHS,Ambulatory,Friday,1
No show,Billed no show,Corewell Health Rehab & Nursing Center-Leffingwell,Wheelchair,Tuesday,1
Canceled,Unable to Accommodate,Bronson Battle Creek Hospital,Ambulatory,Monday,1
Canceled,Unable to Accommodate,Bronson Battle Creek Hospital,Ambulatory,Thursday,1
Canceled,Unable to Accommodate,Bronson Battle Creek Hospital - Social Work,Ambulatory,Thursday,1
Canceled,Unable to Accommodate,Bronson Battle Creek Hospital - Social Work,Ambulatory,Tuesday,1
Canceled,Unable to Accommodate,Bronson Behavioral Health Hospital,Ambulatory,Monday,1
Canceled,Unable to Accommodate,Bronson Methodist - Private Pay,Stretcher,Wednesday,1
Canceled,Unable to Accommodate,Bronson Methodist - Private Pay,Wheelchair,Friday,1
Canceled,Unable to Accommodate,Bronson Methodist - Private Pay,Wheelchair,Tuesday,1
Canceled,Unable to Accommodate,Corewell Health - Mission Control,Wheelchair,Thursday,1
Canceled,Unable to Accommodate,Corewell Health - Mission Control,Wheelchair,Wednesday,1
Canceled,Unable to Accommodate,Freedom Village,Wheelchair,Monday,1
Canceled,Unable to Accommodate,Friendship Village of Kalamazoo,Wheelchair,Thursday,1
Canceled,Unable to Accommodate,Harbor Post-Acute Center,Wheelchair,Friday,1
Canceled,Unable to Accommodate,MFB - Discharge - Private Pay,Wheelchair,Friday,1
Canceled,Unable to Accommodate,MFB - Discharge - Private Pay,Wheelchair,Wednesday,1
Canceled,Unable to Accommodate,"Managed Rehabilitation Consultants, Inc.",Ambulatory,Tuesday,1
Canceled,Unable to Accommodate,Mary Free Bed-Discharge,Wheelchair,Wednesday,1
Canceled,Unable to Accommodate,PP,Ambulatory,Thursday,1
Canceled,Unable to Accommodate,Plainwell Pines Nursing & Rehabilitation Center,Wheelchair,Friday,1
Canceled,Unable to Accommodate,RYW,Ambulatory,Tuesday,1
Canceled,Unable to Accommodate,RYW,Ambulatory,Wednesday,1
Canceled,Unable to Accommodate,U of M Health - West,Ambulatory,Saturday,1
No show,Billed no show,Bronson Battle Creek Hospital,Ambulatory,Wednesday,1
No show,Billed no show,Burcham Hills,Wheelchair,Monday,1
No show,Billed no show,Corewell Health Rehab & Nursing Center - Kentridge,Ambulatory,Monday,1
No show,Billed no show,Corewell Health Rehab & Nursing Center - Kentridge,Wheelchair,Tuesday,1
No show,Billed no show,Corewell Health Rehab & Nursing Center-Leffingwell,Ambulatory,Tuesday,1
No show,Billed no show,Corewell Health Rehab & Nursing Center-Leffingwell,Wheelchair,Saturday,1
Canceled,Unable to Accommodate,Bronson Battle Creek Hospital,Ambulatory,Saturday,1
Canceled,Unable to Accommodate,Battle Creek VA,Wheelchair,Saturday,1
Canceled,No Show,Jackson County MDHHS,Ambulatory,Tuesday,1
Canceled,Turned Down,MTM,Ambulatory,Friday,1
Canceled,No Show,Jackson County MDHHS,Wheelchair,Monday,1
Canceled,No Show,Kent County MDHHS,Ambulatory,Tuesday,1
Canceled,No Show,Kent County MDHHS,Ambulatory,Wednesday,1
Canceled,No Show,MTM,Wheelchair,Wednesday,1
Canceled,No Show,"Managed Rehabilitation Consultants, Inc.",Ambulatory,Tuesday,1
Canceled,No Show,PP,Ambulatory,Friday,1
Canceled,No Show,PP,Wheelchair,Monday,1
Canceled,No Show,PP,Wheelchair,Tuesday,1
Canceled,No Show,SafeRide Health - Humana,Ambulatory,Tuesday,1
Canceled,Same Day Cancel,Ambrose Care Management,Wheelchair,Friday,1
Canceled,Billed no show,Battle Creek VA,Ambulatory,Monday,1
Canceled,Same Day Cancel,Ambrose Care Management,Wheelchair,Tuesday,1
Canceled,Same Day Cancel,Auto Case,Wheelchair,Wednesday,1
Canceled,Same Day Cancel,Bronson Battle Creek Hospital - ED,Ambulatory,Tuesday,1
Canceled,Same Day Cancel,Bronson Behavioral Health Hospital,Ambulatory,Wednesday,1
Canceled,Same Day Cancel,Calhoun County MDHHS,Ambulatory,Monday,1
Canceled,Same Day Cancel,Discharge Patient Pay,Wheelchair,Friday,1
Canceled,Same Day Cancel,Kent County MDHHS,Ambulatory,Monday,1
Canceled,Same Day Cancel,Longevity Health Plan - Lake Woods,Wheelchair,Tuesday,1
Canceled,Same Day Cancel,"Managed Rehabilitation Consultants, Inc.",Wheelchair,Wednesday,1
Canceled,Same Day Cancel,PP,Ambulatory,Thursday,1
Canceled,Same Day Cancel,PP,Wheelchair,Monday,1
Canceled,Same Day Cancel,RYW,Ambulatory,Friday,1
Canceled,Same Day Cancel,Rehabilitation Management and Consulting,Wheelchair,Friday,1
Canceled,Same Day Cancel,Rehabilitation Management and Consulting,Wheelchair,Thursday,1
Canceled,Same Day Cancel,SafeRide Health - Priority Medicaid,Ambulatory,Saturday,1
Canceled,Turned Down,Discharge Patient Pay,Wheelchair,Friday,1
Unassigned,Turned Down,Bronson Battle Creek Hospital - ED,Ambulatory,Thursday,1
