,0
payer_id,0.0
week_normalized,0.0
day,0.0
order_status,0.0
order_count,0.0
sum_order_price,0.0
sum_order_mileage,0.0
sum_kent_legs,0.0
completed_count,0.0
billed_no_show_count,0.0
non_billable_no_show_count,0.0
