,0
vehicle_utilization,0.0
billed_utilization,0.0
total_volume_pool,0.0
revenue_per_kent_leg,0.0
high_acuity_share,0.0
non_billable_noshow,0.0
road_hours_per_vehicle,0.0
contract_concentration,0.0
cost_per_road_hour,0.0
label_ready,0.0
